label,hx0,hy0,hx1,hy1,hx2,hy2,hx3,hy3,hx4,hy4,hx5,hy5,hx6,hy6,hx7,hy7,hx8,hy8,hx9,hy9,hx10,hy10,hx11,hy11,hx12,hy12,hx13,hy13,hx14,hy14,hx15,hy15,hx16,hy16,hx17,hy17,hx18,hy18,hx19,hy19,hx20,hy20,px0,py0,px1,py1,px2,py2,px3,py3,px4,py4,px5,py5,px6,py6,px7,py7,px8,py8,px9,py9,px10,py10,px11,py11,px12,py12,px13,py13,px14,py14,px15,py15,px16,py16
Bad,0.0,0.0,-0.16788963973522186,0.3375094532966614,-0.3963206112384796,0.5934436321258545,-0.559013843536377,0.7991223931312561,-0.6282926797866821,1.0,-0.6336035132408142,0.2593510150909424,-0.8507442474365234,0.2582033574581146,-0.647490918636322,0.29409804940223694,-0.5120114684104919,0.2892588973045349,-0.6419839262962341,0.04373026639223099,-0.8618461489677429,0.02823355607688427,-0.6184448003768921,0.10391965508460999,-0.514875054359436,0.09246678650379181,-0.6118075251579285,-0.16646474599838257,-0.8427711725234985,-0.20389406383037567,-0.6324809789657593,-0.11304868757724762,-0.5206218361854553,-0.11347686499357224,-0.550993800163269,-0.3767540156841278,-0.762625515460968,-0.43529513478279114,-0.6459416151046753,-0.325303316116333,-0.5498461723327637,-0.28546011447906494,-0.042306337505578995,-0.2976270616054535,0.03190351650118828,-0.3845774233341217,-0.1087091788649559,-0.3635067641735077,0.13300152122974396,-0.34448811411857605,-0.19425256550312042,-0.30798184871673584,0.3612401783466339,-0.03815168887376785,-0.3612402081489563,0.03815168887376785,0.8088571429252625,-0.10361649841070175,-0.647060215473175,-1.0,0.33317869901657104,-0.27530455589294434,-0.647060215473175,-1.0,-0.647060215473175,-1.0,-0.647060215473175,-1.0,-0.647060215473175,-1.0,-0.647060215473175,-1.0,-0.647060215473175,-1.0,-0.647060215473175,-1.0
Bad,0.0,0.0,-0.1945488452911377,0.33371978998184204,-0.4284398555755615,0.5821410417556763,-0.595881998538971,0.7898117303848267,-0.6683302521705627,1.0,-0.6591211557388306,0.2312026470899582,-0.8795485496520996,0.23326019942760468,-0.6863262057304382,0.2824445962905884,-0.5629850029945374,0.27819013595581055,-0.6672189831733704,0.02539997361600399,-0.8963041305541992,0.01477628480643034,-0.6614992618560791,0.09921077638864517,-0.5544740557670593,0.08439045399427414,-0.642508864402771,-0.18418896198272705,-0.8890248537063599,-0.21477235853672028,-0.6826894879341125,-0.11417602002620697,-0.5612398982048035,-0.11611727625131607,-0.588808000087738,-0.3935873210430145,-0.80462646484375,-0.44616150856018066,-0.6866124868392944,-0.333650678396225,-0.5846899151802063,-0.3103477954864502,-0.04845423251390457,-0.2697237432003021,0.023993389680981636,-0.3590542674064636,-0.11499350517988205,-0.3434259295463562,0.12378588318824768,-0.3300788402557373,-0.19864830374717712,-0.2992144823074341,0.36468544602394104,-0.038698840886354446,-0.36468544602394104,0.038698840886354446,0.8202150464057922,-0.09474761039018631,-0.6605875492095947,-1.0,0.296943336725235,-0.2598959505558014,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0
Bad,0.0,0.0,-0.1945488452911377,0.33371978998184204,-0.4284398555755615,0.5821410417556763,-0.595881998538971,0.7898117303848267,-0.6683302521705627,1.0,-0.6591211557388306,0.2312026470899582,-0.8795485496520996,0.23326019942760468,-0.6863262057304382,0.2824445962905884,-0.5629850029945374,0.27819013595581055,-0.6672189831733704,0.02539997361600399,-0.8963041305541992,0.01477628480643034,-0.6614992618560791,0.09921077638864517,-0.5544740557670593,0.08439045399427414,-0.642508864402771,-0.18418896198272705,-0.8890248537063599,-0.21477235853672028,-0.6826894879341125,-0.11417602002620697,-0.5612398982048035,-0.11611727625131607,-0.588808000087738,-0.3935873210430145,-0.80462646484375,-0.44616150856018066,-0.6866124868392944,-0.333650678396225,-0.5846899151802063,-0.3103477954864502,-0.04845423251390457,-0.2697237432003021,0.023993389680981636,-0.3590542674064636,-0.11499350517988205,-0.3434259295463562,0.12378588318824768,-0.3300788402557373,-0.19864830374717712,-0.2992144823074341,0.36468544602394104,-0.038698840886354446,-0.36468544602394104,0.038698840886354446,0.8202150464057922,-0.09474761039018631,-0.6605875492095947,-1.0,0.296943336725235,-0.2598959505558014,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0
Bad,0.0,0.0,-0.1945488452911377,0.33371978998184204,-0.4284398555755615,0.5821410417556763,-0.595881998538971,0.7898117303848267,-0.6683302521705627,1.0,-0.6591211557388306,0.2312026470899582,-0.8795485496520996,0.23326019942760468,-0.6863262057304382,0.2824445962905884,-0.5629850029945374,0.27819013595581055,-0.6672189831733704,0.02539997361600399,-0.8963041305541992,0.01477628480643034,-0.6614992618560791,0.09921077638864517,-0.5544740557670593,0.08439045399427414,-0.642508864402771,-0.18418896198272705,-0.8890248537063599,-0.21477235853672028,-0.6826894879341125,-0.11417602002620697,-0.5612398982048035,-0.11611727625131607,-0.588808000087738,-0.3935873210430145,-0.80462646484375,-0.44616150856018066,-0.6866124868392944,-0.333650678396225,-0.5846899151802063,-0.3103477954864502,-0.04845423251390457,-0.2697237432003021,0.023993389680981636,-0.3590542674064636,-0.11499350517988205,-0.3434259295463562,0.12378588318824768,-0.3300788402557373,-0.19864830374717712,-0.2992144823074341,0.36468544602394104,-0.038698840886354446,-0.36468544602394104,0.038698840886354446,0.8202150464057922,-0.09474761039018631,-0.6605875492095947,-1.0,0.296943336725235,-0.2598959505558014,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0,-0.6605875492095947,-1.0
Bad,0.0,0.0,-0.18006852269172668,0.3462468385696411,-0.41715574264526367,0.5865799784660339,-0.5947850942611694,0.7858408689498901,-0.6755484342575073,1.0,-0.6623460650444031,0.2462155967950821,-0.874605119228363,0.2316722720861435,-0.672476589679718,0.2764545679092407,-0.5481007695198059,0.2771134078502655,-0.6689245104789734,0.025695638731122017,-0.8963221311569214,0.0022266926243901253,-0.6442376971244812,0.08309358358383179,-0.546604335308075,0.06447284668684006,-0.6360615491867065,-0.19537435472011566,-0.8723834156990051,-0.24681946635246277,-0.6542884707450867,-0.14924395084381104,-0.5457115769386292,-0.14902761578559875,-0.5673613548278809,-0.4088391065597534,-0.7878506183624268,-0.4816475510597229,-0.6715322732925415,-0.3708655536174774,-0.575890302658081,-0.3376914858818054,-0.03360838070511818,-0.2757461667060852,0.03238562121987343,-0.3543406128883362,-0.09796900302171707,-0.34429049491882324,0.1292821615934372,-0.3148123323917389,-0.18247319757938385,-0.2996116280555725,0.34295493364334106,-0.028813695535063744,-0.34295493364334106,0.028813790529966354,0.8279675841331482,-0.06969254463911057,-0.6675732135772705,-1.0,0.330039381980896,-0.2672384977340698,-0.6675732135772705,-1.0,-0.6675732135772705,-1.0,-0.6675732135772705,-1.0,-0.6675732135772705,-1.0,-0.6675732135772705,-1.0,-0.6675732135772705,-1.0,-0.6675732135772705,-1.0
Bad,0.0,0.0,-0.18006852269172668,0.3462468385696411,-0.41715574264526367,0.5865799784660339,-0.5947850942611694,0.7858408689498901,-0.6755484342575073,1.0,-0.6623460650444031,0.2462155967950821,-0.874605119228363,0.2316722720861435,-0.672476589679718,0.2764545679092407,-0.5481007695198059,0.2771134078502655,-0.6689245104789734,0.025695638731122017,-0.8963221311569214,0.0022266926243901253,-0.6442376971244812,0.08309358358383179,-0.546604335308075,0.06447284668684006,-0.6360615491867065,-0.19537435472011566,-0.8723834156990051,-0.24681946635246277,-0.6542884707450867,-0.14924395084381104,-0.5457115769386292,-0.14902761578559875,-0.5673613548278809,-0.4088391065597534,-0.7878506183624268,-0.4816475510597229,-0.6715322732925415,-0.3708655536174774,-0.575890302658081,-0.3376914858818054,-0.03360838070511818,-0.2757461667060852,0.03238562121987343,-0.3543406128883362,-0.09796900302171707,-0.34429049491882324,0.1292821615934372,-0.3148123323917389,-0.18247319757938385,-0.2996116280555725,0.34295493364334106,-0.028813695535063744,-0.34295493364334106,0.028813790529966354,0.8279675841331482,-0.06969254463911057,-0.6675732135772705,-1.0,0.330039381980896,-0.2672384977340698,-0.6675732135772705,-1.0,-0.6675732135772705,-1.0,-0.6675732135772705,-1.0,-0.6675732135772705,-1.0,-0.6675732135772705,-1.0,-0.6675732135772705,-1.0,-0.6675732135772705,-1.0
Bad,0.0,0.0,-0.182400643825531,0.3414711654186249,-0.43053799867630005,0.5849180817604065,-0.6137798428535461,0.7899304032325745,-0.7020296454429626,1.0,-0.6733211874961853,0.24355031549930573,-0.8962929844856262,0.23193612694740295,-0.6856372356414795,0.28585317730903625,-0.5677710175514221,0.2910546064376831,-0.6771741509437561,0.02859264239668846,-0.9055465459823608,0.007976223714649677,-0.6595016717910767,0.09552647173404694,-0.5723028182983398,0.08489867299795151,-0.6509032249450684,-0.19312916696071625,-0.8899843692779541,-0.21391528844833374,-0.6728066802024841,-0.11934970319271088,-0.575938880443573,-0.12272507697343826,-0.5962449908256531,-0.4071124196052551,-0.8079656362533569,-0.4498854875564575,-0.6833764910697937,-0.34194207191467285,-0.5864391922950745,-0.314934104681015,-0.037013594061136246,-0.280903697013855,0.03388465195894241,-0.36155158281326294,-0.09802410006523132,-0.3479698896408081,0.13194869458675385,-0.3190666139125824,-0.1777806282043457,-0.29774126410484314,0.3526669442653656,-0.032859522849321365,-0.352666974067688,0.032859522849321365,0.832696795463562,-0.07598691433668137,-0.6656648516654968,-1.0,0.32124078273773193,-0.26611655950546265,-0.6656648516654968,-1.0,-0.6656648516654968,-1.0,-0.6656648516654968,-1.0,-0.6656648516654968,-1.0,-0.6656648516654968,-1.0,-0.6656648516654968,-1.0,-0.6656648516654968,-1.0
Bad,0.0,0.0,-0.182400643825531,0.3414711654186249,-0.43053799867630005,0.5849180817604065,-0.6137798428535461,0.7899304032325745,-0.7020296454429626,1.0,-0.6733211874961853,0.24355031549930573,-0.8962929844856262,0.23193612694740295,-0.6856372356414795,0.28585317730903625,-0.5677710175514221,0.2910546064376831,-0.6771741509437561,0.02859264239668846,-0.9055465459823608,0.007976223714649677,-0.6595016717910767,0.09552647173404694,-0.5723028182983398,0.08489867299795151,-0.6509032249450684,-0.19312916696071625,-0.8899843692779541,-0.21391528844833374,-0.6728066802024841,-0.11934970319271088,-0.575938880443573,-0.12272507697343826,-0.5962449908256531,-0.4071124196052551,-0.8079656362533569,-0.4498854875564575,-0.6833764910697937,-0.34194207191467285,-0.5864391922950745,-0.314934104681015,-0.037013594061136246,-0.280903697013855,0.03388465195894241,-0.36155158281326294,-0.09802410006523132,-0.3479698896408081,0.13194869458675385,-0.3190666139125824,-0.1777806282043457,-0.29774126410484314,0.3526669442653656,-0.032859522849321365,-0.352666974067688,0.032859522849321365,0.832696795463562,-0.07598691433668137,-0.6656648516654968,-1.0,0.32124078273773193,-0.26611655950546265,-0.6656648516654968,-1.0,-0.6656648516654968,-1.0,-0.6656648516654968,-1.0,-0.6656648516654968,-1.0,-0.6656648516654968,-1.0,-0.6656648516654968,-1.0,-0.6656648516654968,-1.0
Bad,0.0,0.0,-0.18695494532585144,0.3247937560081482,-0.44990646839141846,0.5704874992370605,-0.6421430110931396,0.7772673964500427,-0.7223467826843262,1.0,-0.6889612674713135,0.22833602130413055,-0.9083219766616821,0.2078283578157425,-0.7091935873031616,0.2552770674228668,-0.609453022480011,0.2619757354259491,-0.6907156705856323,0.0024193027056753635,-0.9342367053031921,-0.03239660710096359,-0.6996036767959595,0.05763119459152222,-0.6140191555023193,0.06339580565690994,-0.6570975184440613,-0.22033755481243134,-0.9151349067687988,-0.27277517318725586,-0.714969277381897,-0.17436003684997559,-0.6153942942619324,-0.16582903265953064,-0.5927825570106506,-0.432600736618042,-0.8110055923461914,-0.5034641623497009,-0.6968616843223572,-0.3944054841995239,-0.6049083471298218,-0.3582899272441864,-0.02187258005142212,-0.2662738263607025,0.04375220835208893,-0.3479739725589752,-0.09033598005771637,-0.33413487672805786,0.13421224057674408,-0.31449663639068604,-0.17165568470954895,-0.2878398895263672,0.36173215508461,-0.03348861634731293,-0.36173215508461,0.03348861634731293,0.8563507199287415,-0.03884020820260048,-0.6785082817077637,-1.0,0.370878130197525,-0.2567720413208008,-0.6785082817077637,-1.0,-0.6785082817077637,-1.0,-0.6785082817077637,-1.0,-0.6785082817077637,-1.0,-0.6785082817077637,-1.0,-0.6785082817077637,-1.0,-0.6785082817077637,-1.0
Bad,0.0,0.0,-0.18695494532585144,0.3247937560081482,-0.44990646839141846,0.5704874992370605,-0.6421430110931396,0.7772673964500427,-0.7223467826843262,1.0,-0.6889612674713135,0.22833602130413055,-0.9083219766616821,0.2078283578157425,-0.7091935873031616,0.2552770674228668,-0.609453022480011,0.2619757354259491,-0.6907156705856323,0.0024193027056753635,-0.9342367053031921,-0.03239660710096359,-0.6996036767959595,0.05763119459152222,-0.6140191555023193,0.06339580565690994,-0.6570975184440613,-0.22033755481243134,-0.9151349067687988,-0.27277517318725586,-0.714969277381897,-0.17436003684997559,-0.6153942942619324,-0.16582903265953064,-0.5927825570106506,-0.432600736618042,-0.8110055923461914,-0.5034641623497009,-0.6968616843223572,-0.3944054841995239,-0.6049083471298218,-0.3582899272441864,-0.02187258005142212,-0.2662738263607025,0.04375220835208893,-0.3479739725589752,-0.09033598005771637,-0.33413487672805786,0.13421224057674408,-0.31449663639068604,-0.17165568470954895,-0.2878398895263672,0.36173215508461,-0.03348861634731293,-0.36173215508461,0.03348861634731293,0.8563507199287415,-0.03884020820260048,-0.6785082817077637,-1.0,0.370878130197525,-0.2567720413208008,-0.6785082817077637,-1.0,-0.6785082817077637,-1.0,-0.6785082817077637,-1.0,-0.6785082817077637,-1.0,-0.6785082817077637,-1.0,-0.6785082817077637,-1.0,-0.6785082817077637,-1.0
