label,hx0,hy0,hx1,hy1,hx2,hy2,hx3,hy3,hx4,hy4,hx5,hy5,hx6,hy6,hx7,hy7,hx8,hy8,hx9,hy9,hx10,hy10,hx11,hy11,hx12,hy12,hx13,hy13,hx14,hy14,hx15,hy15,hx16,hy16,hx17,hy17,hx18,hy18,hx19,hy19,hx20,hy20
0,0.0,0.0,-0.30072692036628723,-0.13654091954231262,-0.5153982639312744,-0.3298388123512268,-0.6966374516487122,-0.43475282192230225,-0.7856296896934509,-0.5855090618133545,-0.09851204603910446,-0.735268235206604,-0.36990639567375183,-0.9193631410598755,-0.582739531993866,-0.8404404520988464,-0.6962966322898865,-0.7015895843505859,-0.03411071002483368,-0.7662390470504761,-0.3878788948059082,-0.9766573905944824,-0.6268231868743896,-0.8494185209274292,-0.7177940011024475,-0.6859242916107178,-0.035021889954805374,-0.747824490070343,-0.3737371563911438,-1.0,-0.6081095337867737,-0.871766209602356,-0.6944328546524048,-0.7065097689628601,-0.11606753617525101,-0.6840553879737854,-0.35759812593460083,-0.9400842785835266,-0.538494348526001,-0.8972459435462952,-0.6300783157348633,-0.7711246013641357
0,0.0,0.0,-0.2681000828742981,-0.2163328230381012,-0.37387919425964355,-0.4758423864841461,-0.46980342268943787,-0.6641327142715454,-0.4450884759426117,-0.8414942026138306,0.16510847210884094,-0.6509708166122437,0.009286470711231232,-0.8944291472434998,-0.19484737515449524,-0.906435489654541,-0.33551737666130066,-0.8299498558044434,0.2478213608264923,-0.6720618009567261,0.02774037793278694,-0.9536338448524475,-0.2301795333623886,-0.9434047937393188,-0.37171483039855957,-0.8468462824821472,0.2502545714378357,-0.6839563846588135,0.058111824095249176,-0.9975060820579529,-0.21344316005706787,-0.98697829246521,-0.3641883432865143,-0.8902592658996582,0.16261306405067444,-0.7010647654533386,0.0011249853996559978,-0.9857597351074219,-0.2133118063211441,-1.0,-0.36428555846214294,-0.9137803912162781
0,0.0,0.0,-0.2638184726238251,-0.2196100652217865,-0.3689051568508148,-0.4782241880893707,-0.4653404653072357,-0.6609896421432495,-0.45732539892196655,-0.8375111222267151,0.1553962379693985,-0.671459436416626,-0.002691022353246808,-0.9238148331642151,-0.20526960492134094,-0.9302867650985718,-0.34640589356422424,-0.853188693523407,0.2320433109998703,-0.6887675523757935,0.010750540532171726,-0.973058819770813,-0.24209074676036835,-0.9591666460037231,-0.3804076611995697,-0.8554728627204895,0.23314087092876434,-0.6919337511062622,0.02827468141913414,-0.9981153607368469,-0.23295485973358154,-0.9816157817840576,-0.3778846859931946,-0.8807815909385681,0.15278275310993195,-0.690498948097229,7.426390220643952e-05,-0.9820196628570557,-0.19757570326328278,-1.0,-0.3404216468334198,-0.9140506982803345
0,0.0,0.0,-0.27217403054237366,-0.2179139405488968,-0.38957107067108154,-0.469137966632843,-0.49833497405052185,-0.6499414443969727,-0.4859934449195862,-0.8228726983070374,0.14823725819587708,-0.6616541743278503,-0.01933281682431698,-0.8955214619636536,-0.22473053634166718,-0.9136355519294739,-0.36900582909584045,-0.8436533212661743,0.23245657980442047,-0.6807211637496948,0.004261643160134554,-0.9623516798019409,-0.25393006205558777,-0.952529788017273,-0.3995366096496582,-0.8536896705627441,0.23840659856796265,-0.6897321343421936,0.024175921455025673,-1.0,-0.24633000791072845,-0.9781967997550964,-0.3935559093952179,-0.8700252771377563,0.15001583099365234,-0.7036203145980835,-0.018879994750022888,-0.9889841079711914,-0.2328881323337555,-0.997877836227417,-0.38541334867477417,-0.9052579402923584
0,0.0,0.0,-0.25836414098739624,-0.22306251525878906,-0.37646979093551636,-0.47637635469436646,-0.47758474946022034,-0.6535484790802002,-0.46313267946243286,-0.8199135661125183,0.1201302707195282,-0.6664193272590637,-0.015779614448547363,-0.9084270596504211,-0.21295353770256042,-0.9269433617591858,-0.35285109281539917,-0.8513421416282654,0.20707927644252777,-0.6852414608001709,0.010815832763910294,-0.9661123752593994,-0.23951292037963867,-0.9524177312850952,-0.3783799409866333,-0.8496583104133606,0.2320277839899063,-0.6918060779571533,0.039270706474781036,-0.9990025758743286,-0.22275099158287048,-0.9748969674110413,-0.36036351323127747,-0.8636029362678528,0.17211928963661194,-0.6995737552642822,0.010492532514035702,-0.9938946962356567,-0.20275533199310303,-1.0,-0.34575483202934265,-0.8992798924446106
0,0.0,0.0,-0.27223271131515503,-0.22149039804935455,-0.3767043948173523,-0.47036218643188477,-0.47160619497299194,-0.6576232314109802,-0.46020781993865967,-0.8430345058441162,0.14454598724842072,-0.6601740121841431,-0.03224412351846695,-0.8903329372406006,-0.22785691916942596,-0.8957992792129517,-0.3643840253353119,-0.8303968906402588,0.22361493110656738,-0.6776770353317261,-0.010095166973769665,-0.9541624784469604,-0.25730064511299133,-0.9361211061477661,-0.39520516991615295,-0.8362361788749695,0.22388002276420593,-0.683205246925354,0.015789208933711052,-0.9901310205459595,-0.24501974880695343,-0.9694730043411255,-0.3873208165168762,-0.8673360347747803,0.1392993927001953,-0.6906332969665527,-0.00893757026642561,-0.9781491756439209,-0.2105625867843628,-1.0,-0.355277419090271,-0.9190102219581604
0,0.0,0.0,-0.2538757026195526,-0.21893315017223358,-0.378444105386734,-0.4526131749153137,-0.49625784158706665,-0.6267069578170776,-0.48841485381126404,-0.8043782114982605,0.0405724011361599,-0.6472187042236328,-0.09250734001398087,-0.8656092882156372,-0.27646395564079285,-0.8739787340164185,-0.4008386731147766,-0.8074541687965393,0.12899824976921082,-0.684101939201355,-0.06094328314065933,-0.9503321647644043,-0.2918940484523773,-0.924206554889679,-0.428528368473053,-0.8136520385742188,0.18248264491558075,-0.7048847079277039,-0.00040137660107575357,-0.9970343112945557,-0.2435901165008545,-0.9665459990501404,-0.38003966212272644,-0.8583731651306152,0.1772262156009674,-0.7164474129676819,0.029368983581662178,-0.9910163283348083,-0.17134970426559448,-1.0,-0.3165402412414551,-0.9072202444076538
0,0.0,0.0,-0.2744920551776886,-0.19609545171260834,-0.41454681754112244,-0.4567950665950775,-0.5237314105033875,-0.6473259925842285,-0.5161928534507751,-0.8330029845237732,0.029883380979299545,-0.6894773840904236,-0.08270648866891861,-0.9239838123321533,-0.2698186933994293,-0.9344387650489807,-0.41576024889945984,-0.8637504577636719,0.12035419791936874,-0.7087022662162781,-0.04476994648575783,-0.9731650352478027,-0.28641295433044434,-0.9643614292144775,-0.4392913579940796,-0.8683347105979919,0.1641428917646408,-0.7085508108139038,-0.0071772001683712006,-1.0,-0.2652282118797302,-0.9820623397827148,-0.41983500123023987,-0.8834320306777954,0.13848084211349487,-0.6987215280532837,-0.015188136138021946,-0.9809932708740234,-0.22927501797676086,-0.9976790547370911,-0.38486501574516296,-0.9122174978256226
0,0.0,0.0,-0.27449867129325867,-0.21204902231693268,-0.39306890964508057,-0.45302143692970276,-0.49785152077674866,-0.6187713146209717,-0.5435273051261902,-0.8074317574501038,0.01452807430177927,-0.6640239953994751,-0.11937368661165237,-0.8888329863548279,-0.30924323201179504,-0.8948774337768555,-0.45180779695510864,-0.827409565448761,0.10278289020061493,-0.6980276703834534,-0.09308116883039474,-0.9590241312980652,-0.34306055307388306,-0.9470856189727783,-0.4925384223461151,-0.8380546569824219,0.1394623965024948,-0.7133498787879944,-0.05393281951546669,-0.9922718405723572,-0.31723645329475403,-0.9619865417480469,-0.4622381329536438,-0.8563618063926697,0.12038657069206238,-0.719473123550415,-0.022441284731030464,-0.9906357526779175,-0.23118026554584503,-1.0,-0.3779797852039337,-0.9139492511749268
0,0.0,0.0,-0.27981582283973694,-0.21416661143302917,-0.4109395742416382,-0.4630078971385956,-0.5169111490249634,-0.6324184536933899,-0.5312250256538391,-0.8180211782455444,0.050425779074430466,-0.688032329082489,-0.09917350858449936,-0.9160071015357971,-0.28743821382522583,-0.9167929291725159,-0.42661750316619873,-0.8414430022239685,0.12867289781570435,-0.7099623680114746,-0.08657614141702652,-0.9744133949279785,-0.33028051257133484,-0.9517285227775574,-0.4690876603126526,-0.8394474983215332,0.14922703802585602,-0.716154158115387,-0.05527608096599579,-1.0,-0.3113623559474945,-0.9674741625785828,-0.4518124461174011,-0.8539077639579773,0.1054946705698967,-0.7165613174438477,-0.055595215409994125,-0.9841004610061646,-0.26073479652404785,-0.9863612651824951,-0.4059567451477051,-0.8917292356491089
